id,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id
775,Spendelove Private Hospital,24 Spendelove Avenue,Southport,Qld,4215,07 5503 0911,-27.973494,153.4084,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30774
776,SPORTSMED SA Hospital & Day Surgery,32 Payneham Road,Stepney,SA,5069,08 8130 1100,-34.913521,138.624987,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30775
777,Springsure Hospital,Woodbine Street,Springsure,Qld,4722,07 4984 1200,-24.120122,148.084762,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30776
778,Springwood Hospital,7-9 Huntley Grange Road,Springwood,NSW,2777,02 4751 0300,-33.690486,150.571129,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30777
779,St Andrew's Hospital,350 South Terrace,Adelaide,SA,5000,08 8408 2111,-34.934224,138.614963,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30778
780,St Andrew's Ipswich Private Hospital,Corner of Roderick and Pring Streets,Ipswich,Qld,4305,07 3816 9999,-27.618799,152.763079,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30779
781,St Andrew's Toowoomba Hospital,280 North Street,Toowoomba,Qld,4350,07 4646 3000,-27.539156,151.933665,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30780
782,St Andrew's War Memorial Hospital,457 Wickham Terrace,Spring Hill,Qld,4000,07 3834 4444,-27.461224,153.021011,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30781
783,St George Hospital NSW,30 Gray Street,Kogarah,NSW,2217,02 9113 1111,-33.966969,151.133776,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30782
784,St George Hospital Qld,1 Victoria Street,St George,Qld,4487,07 4620 2222,-28.0272,148.592683,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30783
785,St George Private Hospital,1 South Street,Kogarah,NSW,2217,02 9598 5555,-33.966952,151.136055,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30784
786,St George's Health Service- Aged Care,283 Cotham Road,Kew,Vic,3101,03 9816 0444,-37.809085,145.052585,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30785
787,St Helens District Hospital,Circassion Street,St Helens,Tas,7216,03 6387 5570,-41.323159,148.248814,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30786
788,St Helen's Private Hospital,186 Macquarie Street,Hobart,Tas,7000,03 6221 6444,-42.886839,147.325791,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30787
789,St John of God Ballarat Hospital,101 Drummond Street North,Ballarat,Vic,3350,03 5320 2111,-37.558544,143.847406,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30788
790,St John of God Bendigo Hospital,133-145 Lily Street,Bendigo,Vic,3550,03 5434 3434,-36.762043,144.263298,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30789
791,St John of God Berwick Hospital,75 Kangan Drive,Berwick,Vic,3806,03 8784 5000,-38.034499,145.344974,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30790
792,St John of God Bunbury Hospital,Corner of Roberston Drive and Bussell Highway,Bunbury,WA,6230,08 9722 1600,-33.365947,115.648869,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30791
793,St John of God Burwood Hospital,13 Grantham Street,Burwood,NSW,2134,02 9715 9200,-33.869832,151.100538,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30792
794,St John of God Frankston Rehabilitation Hospital,255-265 Cranbourne Road,Frankston,Vic,3199,03 9788 3333,-38.153035,145.155926,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30793
795,St John of God Geelong Hospital,80 Myers Street,Geelong,Vic,3220,03 5226 8888,-38.151567,144.357679,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30794
796,St John of God Geraldton Hospital,12 Hermitage Street,Geraldton,WA,6530,08 9965 8888,-28.784383,114.616439,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30795
797,St John of God Midland Private Hospital,1 Clayton Street,Midland,WA,6056,08 9462 4500,-31.894611,116.00748,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30796
798,St John of God Midland Public Hospital,1 Clayton Street,Midland,WA,6056,08 9462 4000,-31.894832,116.008852,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30797
799,St John of God Mt Lawley Hospital,Thirlmere Road,Mount Lawley,WA,6050,08 9370 9222,-31.936721,115.884926,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30798
800,St John of God Murdoch Hospital,100 Murdoch Drive,Murdoch,WA,6150,08 9366 1111,-32.067919,115.844659,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30799
801,St John of God Pinelodge Clinic,1480 Heatherton Road,Dandenong,Vic,3175,03 8793 9444,-37.970226,145.213143,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30800
802,St John of God Richmond Hospital,177 Grose Vale Road,North Richmond,NSW,2754,02 4570 6100,-33.591946,150.702473,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30801
803,St John of God Subiaco Hospital,12 Salvado Road,Subiaco,WA,6008,08 9382 6111,-31.941246,115.826282,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30802
804,St John of God Warrnambool Hospital,136 Botanic Road,Warrnambool,Vic,3280,03 5564 0600,-38.371405,142.478749,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30803
805,St Joseph's Hospital,Normanby Road,Auburn,NSW,2144,02 9649 8941,-33.848659,151.028339,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30804
806,St Luke's Hospital,18 Roslyn Street,Potts Point,NSW,2011,02 9356 0200,-33.874188,151.225836,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30805
807,St Margaret's Hospital,65 Military Road,Semaphore,SA,5019,08 8242 9111,-34.846418,138.480466,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30806
808,St Marys Community Health Centre,Gardiners Creek Road,St Marys,Tas,7215,03 6387 5555,-41.576062,148.181244,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30807
809,St Stephen's Hospital Hervey Bay,1 Medical Place,Urraween,Qld,4655,07 4120 1200,-25.299851,152.823273,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30808
810,St Vincent’s Hospital [Darlinghurst],390 Victoria Street,Darlinghurst,NSW,2010,02 8382 1111,-33.879692,151.221125,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30809
811,St Vincent's Hospital [Fitzroy],41 Victoria Parade,Fitzroy,Vic,3065,03 9288 2211,-37.806545,144.975231,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30810
812,St Vincents Private Hospital [Lismore],20 Dalley Street,Lismore,NSW,2480,02 6627 9600,-28.819949,153.287381,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30811
813,St Vincent's Private Hospital Brisbane,411 Main Street,Kangaroo Point,Qld,4169,07 3240 1111,-27.473334,153.03542,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30812
814,St Vincent's Private Hospital East Melbourne,159 Grey Street,East Melbourne,Vic,3002,03 9928 6555,-37.811733,144.984164,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30813
815,St Vincent's Private Hospital Fitzroy,59-61 Victoria Parade,Fitzroy,Vic,3065,03 9411 7111,-37.807993,144.976029,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30814
816,St Vincent's Private Hospital Kew,5 Studley Avenue,Kew,Vic,3101,03 9851 8888,-37.806567,145.023694,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30815
817,St Vincent's Private Hospital Toowoomba,22-36 Scott Street,Toowoomba,Qld,4350,07 4690 4000,-27.565675,151.971551,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30816
818,St Vincent's Private Sydney,406 Victoria Street,Darlinghurst,NSW,2010,02 8382 7111,-33.880698,151.219462,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30817
819,Stanthorpe Hospital,8 McGregor Terrace,Stanthorpe,Qld,4380,07 4683 3400,-28.660927,151.928397,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30818
820,State Forensic Mental Health Service,Brockway Road,Mount Claremont,WA,6010,08 9347 6960,-31.960937,115.788431,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30819
821,Stawell Regional Health,27-29 Sloane Street,Stawell,Vic,3380,03 5358 8500,-37.059577,142.781603,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30820
822,Stirling Hospital,20 Milan Terrace,Stirling,SA,5152,08 8339 0200,-35.007274,138.714859,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30821
823,Strathalbyn and District Health Service,14 Alfred Place,Strathalbyn,SA,5255,08 8536 5333,-35.257674,138.893558,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30822
824,Strathfield Private Hospital,3 Everton Road,Strathfield,NSW,2135,02 9745 7444,-33.872059,151.097544,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30823
825,Streaky Bay Hospital,1 Flinders Drive,Streaky Bay,SA,5680,08 8626 1009,-32.792776,134.217524,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30824
826,Subiaco Private Hospital,"Suite 9, 1 Salvado Road",Subiaco,WA,6008,08 6555 6599,-31.9434,115.826,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30825
827,Sunbury Day Hospital,7 Macedon Street,Sunbury,Vic,3429,03 9732 8600,-37.576998,144.732674,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30826
828,Sunnybank Private Hospital,245 McCullough Street,Sunnybank,Qld,4109,07 3344 9444,-27.572541,153.061051,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30827
829,Sunshine Coast Day Surgery,Second Ave & Memorial Avenue,Maroochydore,QLD,4558,07 5444 9033,-26.655373,153.096157,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30828
830,Sunshine Coast Haematology and Oncology Clinic,10 King Street,Buderim,Qld,4556,07 5479 0000,-26.657299,153.094955,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30829
831,Sunshine Coast University Hospital,6 Doherty Street,Birtinya,Qld,4575,07 5202 0000,-26.74681,153.113812,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30830
832,Sunshine Coast University Private Hospital,3 Doherty Street,Birtinya,Qld,4575,07 5390 6000,-26.74422,153.114563,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30831
833,Sunshine Hospital,176 Furlong Road,St Albans,Vic,3021,03 8345 1333,-37.759179,144.816477,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30832
834,Surat Hospital,Ivan Street,Surat,Qld,4417,07 4626 5166,-27.156595,149.063787,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30833
835,Sutherland Heart Clinic,"Level 2, The Sutherland Hospital, The Kingsway",Caringbah,NSW,2229,02 9540 8555,-34.037931,151.114153,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30834
836,Sutherland Hospital,430 Kingsway,Caringbah,NSW,2229,02 9540 7111,-34.037288,151.115151,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30835
837,Swan Hill District Health [Nyah],Monash Avenue,Nyah West,Vic,3595,03 5030 2572,-35.186052,143.355428,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30836
838,Swan Hill District Health [Swan Hill],48 Splatt Street,Swan Hill,Vic,3585,03 5033 9300,-35.340588,143.556514,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30837
839,Sydney Adventist Hospital,185 Fox Valley Road,Wahroonga,NSW,2076,02 9487 9111,-33.733379,151.099874,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30838
840,Sydney Children's Hospital,High Street,Randwick,NSW,2031,02 9382 1111,-33.917179,151.238334,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30839
841,Sydney Day Surgery - Prince Alfred,"RPAH Medical Centre - Suite 106, 100 Carillon Avenue",Newtown,NSW,2042,02 9550 5600,-33.8912,151.1835,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30840
842,Sydney Dental Hospital,2 Chalmers Street,Surry Hills,NSW,2010,02 9293 3200,-33.884469,151.207811,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30841
843,Sydney Hospital / Sydney Eye Hospital,8 Macquarie Street,Sydney,NSW,2000,02 9382 7111,-33.867929,151.212575,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30842
844,Sydney Southwest Private Hospital,40 Bigge Street,Liverpool,NSW,2170,02 9821 0333,-33.917876,150.927499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30843
845,Tailem Bend District Hospital,74 Princes Highway,Tailem Bend,SA,5260,08 8572 5800,-35.254803,139.452692,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30844
846,Tallangatta Health Service,25 Barree Street,Tallangatta,Vic,3700,02 6071 5200,-36.213705,147.183709,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30845
847,Tamara Private Hospital,2-6 Dean Street,Tamworth,NSW,2340,02 6766 1955,-31.077535,150.921764,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30846
848,Tamworth Hospital,31 Dean Street,Tamworth,NSW,2340,02 6767 7700,-31.074079,150.924199,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30847
849,Tanunda War Memorial Hospital,15 Mill Street,Tanunda,SA,5352,08 8563 2398,-34.528082,138.960859,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30848
850,Tara Hospital,15 Bilton Street,Tara,Qld,4421,07 4678 7900,-27.273674,150.456368,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30849
851,Taroom Hospital,Miller Street,Taroom,Qld,4420,07 4628 9900,-25.638818,149.798669,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30850
852,Tasman Health and Community Service,1614 Nubeena Road,Nubeena,Tas,7184,03 6250 9000,-43.096752,147.742831,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30851
853,Temora Hospital,169 Loftus Street,Temora,NSW,2666,02 6980 0200,-34.443942,147.542616,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30852
854,Tennant Creek Hospital,41 Schmidt Street,Tennant Creek,NT,860,08 8962 4399,-19.647791,134.186893,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30853
855,Tenterfield Hospital,1-5 Naas Street,Tenterfield,NSW,2372,02 6739 5200,-29.045083,152.013552,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30854
856,Terang & Mortlake Health Service [Terang],13 Austin Avenue,Terang,Vic,3264,03 5592 0222,-38.239388,142.902119,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30855
857,Texas Hospital,Mingoola Road,Texas,Qld,4385,07 4653 3200,-28.855978,151.179481,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30856
858,The Alfred,55 Commercial Road,Prahran,Vic,3181,03 9076 2000,-37.846087,144.981937,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30857
859,The Avenue Hospital,40 The Avenue,Windsor,Vic,3181,03 9529 7377,-37.854809,144.998513,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30858
860,The Bays Hospital,Vale Street,Mornington,Vic,3931,03 5975 2009,-38.223524,145.040939,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30859
861,The Bendigo Hospital,62 Lucan Street,Bendigo,Vic,3550,03 5454 6000,-36.748727,144.283372,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30860
862,The Border Cancer Hospital,201-239 Borella Road,Albury,NSW,2640,02 6064 1400,-36.078399,146.938123,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30861
