_,id,name,address,city,state,zip,country,phone,type,ownership,emergency,quality,LAT,LON
600,600,Narembeen Memorial Hospital,Ada Street,Narembeen,WA,6369,Australia,08 9064 6222,Public,,No,,-32.061618,118.391289
601,601,Narrabri Hospital,11 Cameron Street,Narrabri,NSW,2390,Australia,02 6799 2800,Public,,Yes,,-30.325869,149.777108
602,602,Narrandera Hospital,54 Adams Street,Narrandera,NSW,2700,Australia,02 6951 0200,Public,,Yes,,-34.743181,146.547661
603,603,Narrogin Hospital,Williams Road,Narrogin,WA,6312,Australia,08 9881 0333,Public,,No,,-32.937341,117.168459
604,604,Narromine Health Service,128 Cathundral Street,Narromine,NSW,2821,Australia,02 6889 9600,Public,,Yes,,-32.24261,148.239201
605,605,Nathalia District Hospital,36-44 McDonnell Street,Nathalia,Vic,3638,Australia,03 5866 9444,Public,,No,,-36.054754,145.204324
606,606,National Capital Private Hospital,Corner of Gilmore Crescent and Hospital Road,Garran,ACT,2605,Australia,02 6222 6666,Private,,No,,-35.344872,149.101944
607,607,Nepean Hospital,Derby Street,Kingswood,NSW,2747,Australia,02 4734 2000,Public,,Yes,,-33.759865,150.712627
608,608,Nepean Private Hospital,1-9 Barber Avenue,Kingswood,NSW,2747,Australia,02 4732 7333,Private,,No,,-33.759775,150.715206
609,609,Neringah Hospital,4-12 Neringah Avenue,Wahroonga,NSW,2076,Australia,02 9488 2200,Public,,No,,-33.717856,151.114556
610,610,New Farm Clinic,22 Sargent Street,New Farm,Qld,4005,Australia,07 3254 9100,Private,,No,,-27.473623,153.045879
611,611,New Norfolk District Hospital,3 Richmond Street,New Norfolk,Tas,7140,Australia,03 6166 1300,Public,,No,,-42.781315,147.059179
612,612,Newcastle Private Hospital,14 Lookout Road,New Lambton Heights,NSW,2305,Australia,02 4941 8400,Private,,No,,-32.922537,151.698371
613,613,Newman Hospital,54 Mindarra Drive,Newman,WA,6753,Australia,08 9175 8333,Public,,No,,-23.354824,119.736503
614,614,"Next Step Drug And Alcohol Services, East Perth",32 Moore Street,East Perth,WA,6004,Australia,08 9219 1919,Public,,No,,-31.953405,115.869171
615,615,Nimbin Multi Purpose Service,35 Cullen Street,Nimbin,NSW,2480,Australia,02 6689 1400,Public,,Yes,,-28.597371,153.223185
616,616,Noarlunga Hospital,Alexander Kelly Drive,Noarlunga Centre,SA,5168,Australia,08 8384 9222,Public,,Yes,,-35.139879,138.500218
617,617,Noosa Hospital,111 Goodchap Street,Noosaville,Qld,4566,Australia,07 5455 9200,Private,,No,,-26.403209,153.046309
618,618,Normanton Hospital,Brown Street,Normanton,Qld,4890,Australia,07 4745 2100,Public,,No,,-17.678739,141.086425
619,619,Norseman Hospital,Talbot Street,Norseman,WA,6443,Australia,08 9039 9200,Public,,No,,-32.198566,121.767663
620,620,North East Soldiers' Memorial Hospital and Community Service Centre (Scottsdale Hospital),28 Fosters Road,Scottsdale,Tas,7260,Australia,03 6778 8522,Public,,No,,-41.154294,147.521324
621,621,North Eastern Rehabilitation Centre,134-144 Ford Street,Ivanhoe,Vic,3079,Australia,03 9474 8900,Private,,No,,-37.763424,145.031344
622,622,North Lakes Day Hospital,7 Endeavour Boulevard,North Lakes,Qld,4509,Australia,07 3833 6755,Private,,No,,-27.238984,153.021947
623,623,North Midlands Health Service,Thomas Street,Three Springs,WA,6519,Australia,08 9954 3200,Public,,No,,-29.534221,115.759184
624,624,North Queensland Day Surgical Centre,119 Kings Road,Pimlico,Qld,4812,Australia,07 4725 2677,Private,,No,,-19.279643,146.791468
625,625,North Shore Private Hospital,3 Westbourne Street,St Leonards,NSW,2065,Australia,02 8425 3000,Private,,No,,-33.820622,151.189159
626,626,North West Private Hospital,137 Flockton Street,Everton Park,Qld,4053,Australia,07 3246 3133,Private,,No,,-27.393992,152.992705
627,627,North West Regional Hospital,23 Brickport Road,Burnie,Tas,7320,Australia,03 6430 6666,Public,,Yes,,-41.048385,145.880842
628,628,Northam Hospital,Robinson Street,Northam,WA,6401,Australia,08 9690 1300,Public,,No,,-31.649582,116.657681
629,629,Northampton Kalbarri Health Service,Stephen Street,Northampton,WA,6535,Australia,08 9934 0200,Public,,No,,-28.351194,114.635119
630,630,Northeast Health Wangaratta,35-47 Green Street,Wangaratta,Vic,3677,Australia,03 5722 5111,Public,,Yes,,-36.354035,146.313889
631,631,Northern Beaches Hospital,105 Frenchs Forest Road (West),Frenchs Forest,NSW,2086,Australia,02 9105 5000,Public,,No,,-33.750646,151.23377
632,632,Northern Yorke Peninsula Health Service (Wallaroo),1 Ernest Terrace,Wallaroo,SA,5556,Australia,08 8823 0200,Public,,No,,-33.927738,137.636783
633,633,Northpark Private Hospital,Corner of Plenty and Greenhills Roads,Bundoora,Vic,3083,Australia,03 9468 0100,Private,,No,,-37.691208,145.061631
634,634,Northside Clinic,2 Greenwich Road,Greenwich,NSW,2065,Australia,02 9433 3555,Private,,No,,-33.825156,151.188367
635,635,Northside Cremorne Clinic,3 Harrison Street,Cremorne,NSW,2090,Australia,02 9909 8577,Private,,No,,-33.833425,151.222886
636,636,Northside Macarthur Clinic,92-96 Dumaresq Street,Campbelltown,NSW,2560,Australia,02 4640 5555,Private,,No,,-34.071999,150.816958
637,637,Northside West Clinic,23-27 Lytton Street,Wentworthville,NSW,2145,Australia,02 8833 2222,Private,,No,,-33.811188,150.974575
638,638,Norwest Private Hospital,11 Norbrik Drive,Bella Vista,NSW,2153,Australia,02 8882 8882,Private,,No,,-33.744941,150.953608
639,639,Nowra Private Hospital,Weeroona Place,Nowra,NSW,2541,Australia,02 4424 4700,Private,,No,,-34.893534,150.606551
640,640,Numurkah & District Health Service,2 Katamatite Road,Numurkah,Vic,3636,Australia,03 5862 0555,Public,,No,,-36.100001,145.443695
641,641,Nyngan Multi Purpose Service,Hospital Road,Nyngan,NSW,2825,Australia,02 6835 1700,Public,,Yes,,-31.560024,147.208772
642,642,Oakey Hospital,Corner Beale and Fitzpatrick Streets,Oakey,Qld,4401,Australia,07 4691 4888,Public,,No,,-27.424079,151.719088
643,643,Oberon Multi Purpose Service,67-73 North Street,Oberon,NSW,2787,Australia,02 6336 7200,Public,,Yes,,-33.705249,149.853596
644,644,Omeo District Health,12 Easton Street,Omeo,Vic,3898,Australia,03 5159 0100,Public,,No,,-37.098142,147.597321
645,645,Onslow Hospital,Second Avenue,Onslow,WA,6710,Australia,08 9184 3200,Public,,No,,-21.643238,115.115389
646,646,Orange Day Surgery Centre,60-62 McNamara Street,Orange,NSW,2800,Australia,02 6360 3699,Private,,No,,-33.283027,149.102737
647,647,Orange Health Service,1530 Forest Road,Orange,NSW,2800,Australia,02 6369 3000,Public,,Yes,,-33.317316,149.093953
648,648,Orbost Regional Health,104 Boundary Road,Orbost,Vic,3888,Australia,03 5154 6666,Public,,No,,-37.701844,148.464957
649,649,Oromax Day Surgery,"Level 3, 1 Hutt Street",Adelaide,SA,5000,Australia,08 8232 3525,Private,,No,,-34.925331,138.611441
650,650,Orroroo and District Health Service,Pekina Road,Orroroo,SA,5431,Australia,08 8658 1023,Public,,No,,-32.738519,138.607206
651,651,Orygen Inpatient Unit,35 Mavis Street,Footscray,Vic,3011,Australia,03 8345 7550,Public,,No,,-37.791926,144.886617
652,652,Osborne Park Hospital,Osborne Place,Stirling,WA,6021,Australia,08 9346 8000,Public,,No,,-31.885976,115.804717
653,653,Otway Health & Community Services [Apollo Bay],37-43 Mclachlan Street,Apollo Bay,Vic,3233,Australia,03 5237 8500,Public,,No,,-38.753853,143.664264
654,654,Oxford Day Surgery and Dermatology,"Suite 4, 1st Floor, 416-418 Oxford Street",Mount Hawthorn,WA,6016,Australia,08 6140 1000,Private,,No,,-31.922727,115.841536
655,655,Oxford Day Surgery Centre,54 Oxford Terrace,Unley,SA,5061,Australia,08 8373 1755,Private,,No,,-34.949659,138.608408
656,656,Pacific Private Day Hospital,123 Nerang Street,Southport,Qld,4215,Australia,07 5556 6222,Private,,No,,-27.970407,153.407829
657,657,Pambula Hospital,Merimbola Street,Pambula,NSW,2549,Australia,02 6495 8200,Public,,No,,-36.926316,149.879232
658,658,Paraburdoo Hospital,Lot 608 Rocklea Road,Paraburdoo,WA,6754,Australia,08 9159 8222,Public,,No,,-23.203031,117.670633
659,659,Parkside Cosmetic Surgery,7 Unley Road,Parkside,SA,5063,Australia,08 8357 0300,Private,,No,,-34.941936,138.606952
660,660,Parkwynd Private Hospital,137 East Terrace,Adelaide,SA,5000,Australia,08 8223 3294,Private,,No,,-34.928514,138.614276
661,661,Peak Hill Multipurpose Service,111 Newell Highway,Peak Hill,NSW,2869,Australia,02 6861 7100,Public,,Yes,,-32.735907,148.199615
662,662,Peel Health Campus,110 Lakes Road,Mandurah,WA,6210,Australia,08 9531 8000,Public,,Yes,,-32.532573,115.763504
663,663,Pemberton Hospital,Railway Cresent,Pemberton,WA,6260,Australia,08 9776 4000,Public,,No,,-34.444875,116.031954
664,664,Peninsula Private Hospital Queensland,Corner of George and Florence Streets,Kippa-Ring,Qld,4021,Australia,07 3883 9300,Private,,No,,-27.230696,153.093087
665,665,Peninsula Private Hospital Victoria,525 McClelland Drive,Frankston,Vic,3199,Australia,03 9788 3466,Private,,No,,-38.157557,145.169552
666,666,Pennant Hills Day Surgery,361 Pennant Hills Rd,Pennant Hills,NSW,2120,Australia,02 9481 0048,Private,,No,,-33.738295,151.074354
667,667,Penola War Memorial Hospital,18 Church Street,Penola,SA,5277,Australia,08 8737 2311,Public,,No,,-37.382873,140.836465
668,668,Perfect Vision Day Surgery,3/25-29 Hunter Street,Hornsby,NSW,2077,Australia,131340,Private,,No,,-33.70323,151.100259
669,669,Perth Childrenís Hospital,15 Hospital Avenue,Nedlands,WA,6009,Australia,08 6456 2222,Public,,Yes,,-31.969503,115.817165
670,670,Perth Clinic,27-29 Havelock Street,West Perth,WA,6005,Australia,08 9481 4888,Private,,No,,-31.950874,115.843266
671,671,Peter MacCallum Cancer Centre,305 Grattan Street,Melbourne,Vic,3000,Australia,03 9656 1111,Public,,No,,-37.80001,144.956607
672,672,Peterborough Soldiers' Memorial Hospital,23 Hurlstone Street,Peterborough,SA,5422,Australia,08 8651 0400,Public,,No,,-32.980786,138.830344
673,673,Pindara Day Procedure Centre,13 Carrara Street,Benowa,Qld,4217,Australia,07 5588 9588,Private,,No,,-28.008508,153.39373
674,674,Pindara Private Hospital,Allchurch Avenue,Benowa,Qld,4217,Australia,07 5588 9888,Private,,No,,-28.007076,153.393569
675,675,Pine Rivers Private Hospital,34 Dixon Street,Strathpine,Qld,4500,Australia,07 3881 7222,Private,,No,,-27.308361,152.994832
676,676,Pingelly Health Centre,Corner of Somerset St and Brown St,Pingelly,WA,6308,Australia,08 9887 2222,Public,,No,,-32.533042,117.089789
677,677,Pinnaroo Soldiers' Memorial Hospital,Bundey Terrace,Pinnaroo,SA,5304,Australia,08 8577 9222,Public,,No,,-35.257499,140.902447
678,678,Plantagenet Hospital,Langton Road,Mount Barker,WA,6324,Australia,08 9892 1222,Public,,No,,-34.626092,117.654561
679,679,Port Augusta Hospital and Regional Health Services,71 Hospital Road,Port Augusta,SA,5700,Australia,08 8668 7500,Public,,Yes,,-32.509417,137.776279
680,680,Port Broughton and District Hospital and Health Service,Bay Street,Port Broughton,SA,5522,Australia,08 8635 2200,Public,,No,,-33.601287,137.934379
681,681,Port Kembla Hospital,89-91 Cowper Street,Warrawong,NSW,2502,Australia,02 4223 8000,Public,,No,,-34.485923,150.881778
682,682,Port Lincoln Health Service,39 Oxford Terrace,Port Lincoln,SA,5606,Australia,08 8683 2200,Public,,Yes,,-34.72408,135.850201
683,683,Port Macquarie Hospital,1-31 Wrights Road,Port Macquarie,NSW,2444,Australia,02 6581 2000,Public,,Yes,,-31.452336,152.878304
684,684,Port Macquarie Private Hospital,Lake Road,Port Macquarie,NSW,2444,Australia,02 6583 5655,Private,,No,,-31.442073,152.909375
685,685,Port Pirie Regional Health Service,Alexander Street,Port Pirie,SA,5540,Australia,08 8638 4500,Public,,Yes,,-33.177339,138.005533
686,686,Portland District Health,Bentinck Street,Portland,Vic,3305,Australia,03 5521 0333,Public,,No,,-38.340713,141.606087
687,687,Portland Hospital,20 Green Street,Portland,NSW,2847,Australia,02 6359 2666,Public,,No,,-33.358415,149.978565
688,688,Pregnancy Advisory Centre,21 Belmore Terrace,Woodville Park,SA,5011,Australia,08 8243 3999,Public,,No,,-34.87999,138.542962
689,689,Prince of Wales Hospital,320-346 Barker Street,Randwick,NSW,2031,Australia,02 9382 2222,Public,,Yes,,-33.918492,151.23938
690,690,Prince of Wales Private Hospital,Barker Street,Randwick,NSW,2031,Australia,02 9650 4000,Private,,No,,-33.918492,151.238659
691,691,Princess Alexandra Hospital,199 Ipswich Road,Woolloongabba,Qld,4102,Australia,07 3176 2111,Public,,Yes,,-27.499402,153.033542
692,692,Proserpine Hospital,26-34 Taylor Street,Proserpine,Qld,4800,Australia,07 4813 9400,Public,,No,,-20.400017,148.584976
693,693,QEII Family Centre,129 Carruthers Street,Curtin,ACT,2605,Australia,02 6205 2333,Public,,No,,-35.323284,149.079172
694,694,Quairading Hospital,Harris Street,Quairading,WA,6383,Australia,08 9645 1100,Public,,No,,-32.014481,117.402627
695,695,Queanbeyan Hospital,16 Erin Street,Queanbeyan,NSW,2620,Australia,02 6150 7000,Public,,Yes,,-35.347685,149.232294
696,696,Queen Elizabeth Centre [Noble Park],53 Thomas Street,Noble Park,Vic,3174,Australia,03 9549 2777,Public,,No,,-37.972053,145.178285
697,697,Queen Elizabeth II Jubilee Hospital,Corner of Kessels and Troughton Roads,Coopers Plains,Qld,4108,Australia,07 3275 6111,Public,,Yes,,-27.559673,153.048852
698,698,Queensland Childrenís Hospital,501 Stanley Street,South Brisbane,Qld,4101,Australia,07 3068 1111,Public,,Yes,,-27.484305,153.026717
699,699,Queensland Eye Hospital,55 Little Edward Street,Spring Hill,Qld,4000,Australia,07 3236 9844,Private,,No,,-27.4613,153.024547
700,700,Quilpie Hospital,30 Gyrica Street,Quilpie,Qld,4480,Australia,07 4656 0100,Public,,No,,-26.616519,144.274617
701,701,Quirindi Hospital,Nowland Street,Quirindi,NSW,2343,Australia,02 6746 0200,Public,,Yes,,-31.500345,150.676621
702,702,Quorn Health Service,Hospital Road,Quorn,SA,5433,Australia,08 8648 7888,Public,,No,,-32.350917,138.038138
703,703,Radiation Oncology Institute - Gosford,41 William Street,Gosford,NSW,2250,Australia,02 4349 8000,Private,,No,,-33.427046,151.345848
704,704,Radiation Oncology Institute - The Sydney Adventist Hospital Wahroonga,185 Fox Valley Road,Wahroonga,NSW,2076,Australia,02 9487 9300,Private,,No,,-33.733389,151.098606
705,705,Ravensthorpe Health Centre,Martin Street,Ravensthorpe,WA,6346,Australia,08 9838 2211,Public,,No,,-33.584918,120.045461
706,706,Redcliffe Hospital,Anzac Avenue,Redcliffe,Qld,4020,Australia,07 3883 7777,Public,,Yes,,-27.228269,153.105245
707,707,Redland Hospital,Weippin Street,Cleveland,Qld,4163,Australia,07 3488 3111,Public,,Yes,,-27.539992,153.251379
708,708,Renmark Paringa District Hospital,Ral Ral Avenue,Renmark,SA,5341,Australia,08 8580 4100,Public,,No,,-34.164836,140.745205
709,709,Richmond Hospital,Gallagher Drive,Richmond,Qld,4822,Australia,07 4741 6100,Public,,No,,-20.738726,143.150471
710,710,Ringwood Private Hospital,36 Mt Dandenong Road,Ringwood,Vic,3135,Australia,03 8804 4000,Private,,No,,-37.811523,145.243629
711,711,Rivercity Private Hospital,401 Milton Road,Auchenflower,Qld,4066,Australia,,Private,,No,,-27.473491,152.995132
712,712,Riverina Day Surgery,2-8 Meurant Avenue,Wagga Wagga,NSW,2650,Australia,02 6925 6256,Private,,No,,-35.120903,147.353809
713,713,Riverland General Hospital,Maddern Street,Berri,SA,5343,Australia,08 8580 2400,Public,,Yes,,-34.276054,140.600984
714,714,Riverlands Drug and Alcohol Centre,Hunter Street,Lismore,NSW,2480,Australia,02 6620 7600,Public,,No,,-28.80834,153.29112
715,715,Riverton District Soldiers' Memorial Hospital,23 Moorhouse Terrace,Riverton,SA,5412,Australia,08 8847 2300,Public,,No,,-34.160353,138.742657
716,716,Robina Hospital,2 Bayberry Lane,Robina,Qld,4226,Australia,07 5668 6000,Public,,Yes,,-28.072198,153.377284
717,717,Robina Procedure Centre,"4110, Level 3, Robina Town Centre",Robina,Qld,4230,Australia,07 5592 7999,Private,,No,,-28.077603,153.3843
718,718,Robinvale District Health Services,128-132 Latje Road,Robinvale,Vic,3549,Australia,03 5051 8111,Public,,No,,-34.584146,142.781367
719,719,Rochester & Elmore District Health Service,1 Pascoe Street,Rochester,Vic,3561,Australia,03 5484 4400,Public,,No,,-36.366579,144.697751
720,720,Rockhampton Hospital,Canning Street,Rockhampton,Qld,4700,Australia,07 4920 6211,Public,,Yes,,-23.379525,150.494542
721,721,Rockingham General Hospital,Elanora Drive,Cooloongup,WA,6168,Australia,08 9599 4000,Public,,Yes,,-32.291359,115.770899
722,722,Roebourne Hospital,42-44 Hampton Street,Roebourne,WA,6718,Australia,08 9182 0200,Public,,No,,-20.776317,117.143955
723,723,Roma Hospital,197-234 Mcdowall Street,Roma,Qld,4455,Australia,07 4624 2700,Public,,No,,-26.568828,148.775846
724,724,Rosebud Hospital,1527 Point Nepean Road,Rosebud,Vic,3939,Australia,03 5986 0666,Public,,Yes,,-38.362168,144.884899
725,725,Rosebud SurgiCentre,1537 Point Nepean Road,Rosebud West,Vic,3940,Australia,03 5986 0500,Private,,No,,-38.361748,144.883554
726,726,Roxby Downs Health Service,16-28 Burgoyne Street,Roxby Downs,SA,5725,Australia,08 8671 9020,Public,,No,,-30.562778,136.894261
727,727,Royal Adelaide Hospital,Port Road,Adelaide,SA,5000,Australia,08 7074 0000,Public,,Yes,,-34.920973,138.587393
728,728,Royal Brisbane & Women's Hospital,Butterfield Street,Herston,Qld,4006,Australia,07 3646 8111,Public,,Yes,,-27.446972,153.027888
729,729,Royal Children's Hospital [Parkville],50 Flemington Road,Parkville,Vic,3052,Australia,03 9345 5522,Public,,Yes,,-37.794997,144.950859
730,730,Royal Darwin Hospital,Rocklands Drive,Tiwi,NT,810,Australia,08 8922 8888,Public,,Yes,,-12.355806,130.881789
731,731,Royal Hobart Hospital,48 Liverpool Street,Hobart,Tas,7000,Australia,03 6222 8308,Public,,Yes,,-42.880028,147.330136
732,732,Royal Hospital for Women,Barker Street,Randwick,NSW,2031,Australia,02 9382 6111,Public,,No,,-33.919035,151.237938
733,733,Royal Melbourne Hospital [Parkville],300 Grattan Street,Parkville,Vic,3050,Australia,03 9342 7000,Public,,Yes,,-37.799259,144.956864
734,734,Royal Melbourne Hospital- Royal Park Campus,34-54 Poplar Road,Parkville,Vic,3052,Australia,03 8387 2000,Public,,No,,-37.778813,144.948049
735,735,Royal North Shore Hospital,1 Reserve Road,St Leonards,NSW,2065,Australia,02 9926 7111,Public,,Yes,,-33.821312,151.189735
736,736,Royal Perth Hospital Wellington Street Campus,Wellington Street,Perth,WA,6000,Australia,08 9224 2244,Public,,Yes,,-31.954242,115.8663
737,737,Royal Prince Alfred Hospital,50 Missenden Road,Camperdown,NSW,2050,Australia,02 9515 6111,Public,,Yes,,-33.889251,151.182926
738,738,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,57 - 59 Missenden Road,Camperdown,NSW,2050,Australia,,Public,,No,,-33.88828,151.180707
739,739,Royal Rehabilitation Hospital,227-259 Morrison Road,Ryde,NSW,2112,Australia,02 9807 1144,Public,,No,,-33.821772,151.107845
740,740,Royal Talbot Rehabilitation Centre [Kew],1 Yarra Boulevard,Kew,Vic,3101,Australia,03 9490 7500,Public,,No,,-37.789522,145.023715
741,741,Royal Women's Hospital [Parkville],20 Flemington Road,Parkville,Vic,3052,Australia,03 8345 2000,Public,,Yes,,-37.798772,144.954825
742,742,Rural Northwest Health [Hopetoun],12 Mitchell Place,Hopetoun,Vic,3396,Australia,03 5083 2000,Public,,No,,-35.732201,142.366411
743,743,Rural Northwest Health [Warracknabeal],18 Dimboola Road,Warracknabeal,Vic,3393,Australia,03 5396 1200,Public,,No,,-36.252614,142.381609
744,744,Ryde Hospital,Denistone Road,Eastwood,NSW,2122,Australia,02 9858 7888,Public,,Yes,,-33.795482,151.089756
745,745,Rylstone Multi Purpose Service,24 Fitzgerald Street,Rylstone,NSW,2849,Australia,02 6357 8100,Public,,Yes,,-32.804085,149.975652
746,746,Sacred Heart Hospice,170 Darlinghurst Road,Darlinghurst,NSW,2010,Australia,02 8382 9444,Public,,No,,-33.880525,151.219237
747,747,San Day Surgery Hornsby,1A Northcote Road,Hornsby,NSW,2077,Australia,02 9477 8888,Private,,No,,-33.701961,151.110612
748,748,Sandringham Hospital,193 Bluff Road,Sandringham,Vic,3191,Australia,03 9076 1000,Public,,Yes,,-37.961049,145.018157
749,749,Sarina Hospital,1 Hospital Street,Sarina,Qld,4737,Australia,07 4943 8777,Public,,No,,-21.421151,149.210268
750,750,Scone Hospital,Stafford Street,Scone,NSW,2337,Australia,02 6540 2100,Public,,Yes,,-32.051525,150.876864
751,751,Selby Authorised Lodge,6 Lemnos Street,Shenton Park,WA,6008,Australia,,Public,,No,,-31.958204,115.80199
752,752,Seymour District Memorial Hospital,1 Brettoneaux Street,Seymour,Vic,3660,Australia,03 5793 6100,Public,,No,,-37.018384,145.138771
753,753,Shellharbour Hospital,15-17 Madigan Boulevarde,Mount Warrigal,NSW,2528,Australia,02 4295 2500,Public,,Yes,,-34.558987,150.840947
754,754,Shepparton Private Hospital,20 Fitzgerald Street,Shepparton,Vic,3630,Australia,03 5832 1200,Private,,No,,-36.359183,145.410825
755,755,Shoalhaven Hospital,2 Shoalhaven Street,Nowra,NSW,2541,Australia,02 4421 3111,Public,,Yes,,-34.868767,150.595736
756,756,Short Street Day Surgery,1/2 Short Street,Southport,Qld,4215,Australia,07 5528 4011,Private,,No,,-27.970813,153.416975
757,757,Singleton Hospital,Lot 20 Dangar Road,Singleton,NSW,2330,Australia,02 6571 9222,Public,,Yes,,-32.567087,151.185736
758,758,Sir Charles Gairdner Hospital,Hospital Avenue,Nedlands,WA,6009,Australia,08 6457 3333,Public,,Yes,,-31.968291,115.815467
759,759,Smithton District Hospital,74 Brittons Road,Smithton,Tas,7330,Australia,03 6478 9520,Public,,No,,-40.850159,145.129609
760,760,Snowtown Hospital and Health Service,South Terrace,Snowtown,SA,5520,Australia,08 8865 0100,Public,,No,,-33.786936,138.212768
761,761,South Burnett Private Hospital,31 Markwell Street,Kingaroy,Qld,4610,Australia,07 4162 1444,Private,,No,,-26.543051,151.836891
762,762,South Coast District Hospital,Bay Road,Victor Harbor,SA,5211,Australia,08 8552 0500,Public,,No,,-35.561171,138.606447
763,763,South East Regional Hospital,4 Virginia Drive,Bega,NSW,2550,Australia,02 6491 9999,Public,,Yes,,-36.68905,149.858549
764,764,South Eastern Private,Corner of Princes Highway and Heatherton Road,Noble Park,Vic,3174,Australia,03 9549 6655,Private,,No,,-37.966243,145.191922
765,765,South Gippsland Hospital [Foster],87 Station Road,Foster,Vic,3960,Australia,03 5683 9777,Public,,No,,-38.658319,146.207031
766,766,South Pacific Private,24 Beach Street,Curl Curl,NSW,2096,Australia,02 9905 3667,Private,,No,,-33.775143,151.291425
767,767,South Perth Hospital,76 South Terrace,South Perth,WA,6952,Australia,08 9367 0222,Private,,No,,-31.988465,115.862816
768,768,South West Healthcare [Camperdown],9 Robinson Street,Camperdown,Vic,3260,Australia,03 5593 7300,Public,,No,,-38.237101,143.137714
769,769,South West Healthcare [Warrnambool],Ryot Street,Warrnambool,Vic,3280,Australia,03 5563 1666,Public,,Yes,,-38.380085,142.472977
770,770,Southern Cross Hospital,Coolgardie Road (Great Eastern Highway),Southern Cross,WA,6426,Australia,08 9081 2222,Public,,No,,-31.230709,119.337829
771,771,Southern Highlands Private Hospital,93-95 Bowral Street,Bowral,NSW,2576,Australia,02 4862 9400,Private,,No,,-34.484223,150.422882
772,772,Southern Yorke Peninsula Health Service (Yorketown),19 Waterloo Bay Road,Yorketown,SA,5576,Australia,08 8852 1200,Public,,No,,-35.020989,137.604939
773,773,Southport Day Hospital,"Level 1, 98 Marine Parade",Southport,Qld,4215,Australia,07 5555 7800,Private,,No,,-27.96245,153.413046
774,774,Southside Endoscopy Centre,66 Bryants Road,Loganholme,Qld,4129,Australia,07 3801 2220,Private,,No,,-27.662981,153.17828
775,775,Spendelove Private Hospital,24 Spendelove Avenue,Southport,Qld,4215,Australia,07 5503 0911,Private,,No,,-27.973494,153.4084
776,776,SPORTSMED SA Hospital & Day Surgery,32 Payneham Road,Stepney,SA,5069,Australia,08 8130 1100,Private,,No,,-34.913521,138.624987
777,777,Springsure Hospital,Woodbine Street,Springsure,Qld,4722,Australia,07 4984 1200,Public,,No,,-24.120122,148.084762
778,778,Springwood Hospital,7-9 Huntley Grange Road,Springwood,NSW,2777,Australia,02 4751 0300,Public,,No,,-33.690486,150.571129
779,779,St Andrew's Hospital,350 South Terrace,Adelaide,SA,5000,Australia,08 8408 2111,Private,,No,,-34.934224,138.614963
780,780,St Andrew's Ipswich Private Hospital,Corner of Roderick and Pring Streets,Ipswich,Qld,4305,Australia,07 3816 9999,Private,,No,,-27.618799,152.763079
781,781,St Andrew's Toowoomba Hospital,280 North Street,Toowoomba,Qld,4350,Australia,07 4646 3000,Private,,No,,-27.539156,151.933665
782,782,St Andrew's War Memorial Hospital,457 Wickham Terrace,Spring Hill,Qld,4000,Australia,07 3834 4444,Private,,No,,-27.461224,153.021011
783,783,St George Hospital NSW,30 Gray Street,Kogarah,NSW,2217,Australia,02 9113 1111,Public,,Yes,,-33.966969,151.133776
784,784,St George Hospital Qld,1 Victoria Street,St George,Qld,4487,Australia,07 4620 2222,Public,,No,,-28.0272,148.592683
785,785,St George Private Hospital,1 South Street,Kogarah,NSW,2217,Australia,02 9598 5555,Private,,No,,-33.966952,151.136055
786,786,St George's Health Service- Aged Care,283 Cotham Road,Kew,Vic,3101,Australia,03 9816 0444,Public,,No,,-37.809085,145.052585
787,787,St Helens District Hospital,Circassion Street,St Helens,Tas,7216,Australia,03 6387 5570,Public,,No,,-41.323159,148.248814
788,788,St Helen's Private Hospital,186 Macquarie Street,Hobart,Tas,7000,Australia,03 6221 6444,Private,,No,,-42.886839,147.325791
789,789,St John of God Ballarat Hospital,101 Drummond Street North,Ballarat,Vic,3350,Australia,03 5320 2111,Private,,No,,-37.558544,143.847406
790,790,St John of God Bendigo Hospital,133-145 Lily Street,Bendigo,Vic,3550,Australia,03 5434 3434,Private,,No,,-36.762043,144.263298
791,791,St John of God Berwick Hospital,75 Kangan Drive,Berwick,Vic,3806,Australia,03 8784 5000,Private,,No,,-38.034499,145.344974
792,792,St John of God Bunbury Hospital,Corner of Roberston Drive and Bussell Highway,Bunbury,WA,6230,Australia,08 9722 1600,Private,,No,,-33.365947,115.648869
793,793,St John of God Burwood Hospital,13 Grantham Street,Burwood,NSW,2134,Australia,02 9715 9200,Private,,No,,-33.869832,151.100538
794,794,St John of God Frankston Rehabilitation Hospital,255-265 Cranbourne Road,Frankston,Vic,3199,Australia,03 9788 3333,Private,,No,,-38.153035,145.155926
795,795,St John of God Geelong Hospital,80 Myers Street,Geelong,Vic,3220,Australia,03 5226 8888,Private,,No,,-38.151567,144.357679
796,796,St John of God Geraldton Hospital,12 Hermitage Street,Geraldton,WA,6530,Australia,08 9965 8888,Private,,No,,-28.784383,114.616439
797,797,St John of God Midland Private Hospital,1 Clayton Street,Midland,WA,6056,Australia,08 9462 4500,Private,,No,,-31.894611,116.00748
798,798,St John of God Midland Public Hospital,1 Clayton Street,Midland,WA,6056,Australia,08 9462 4000,Public,,Yes,,-31.894832,116.008852
